experiment,lead_time,model_name,threshold,accuracy,precision,recall,f1,roc_auc,pr_auc,balanced_accuracy,tn,fp,fn,tp
env_with_chla,T+1,RandomForest,0.69,0.873972602739726,1.0,0.48507462686567165,0.6532663316582915,0.9862432095868902,0.9619191541935136,0.7425373134328358,827,0,138,130
env_with_chla,T+1,RandomForest,0.7,0.8703196347031964,1.0,0.4701492537313433,0.6395939086294417,0.9862432095868902,0.9619191541935136,0.7350746268656716,827,0,142,126
env_with_chla,T+1,RandomForest,0.71,0.8639269406392694,1.0,0.44402985074626866,0.6149870801033591,0.9862432095868902,0.9619191541935136,0.7220149253731343,827,0,149,119
env_with_chla,T+1,RandomForest,0.72,0.8593607305936073,1.0,0.4253731343283582,0.5968586387434555,0.9862432095868902,0.9619191541935136,0.7126865671641791,827,0,154,114
env_with_chla,T+1,RandomForest,0.73,0.8538812785388128,1.0,0.40298507462686567,0.574468085106383,0.9862432095868902,0.9619191541935136,0.7014925373134329,827,0,160,108
env_with_chla,T+1,RandomForest,0.74,0.8465753424657534,1.0,0.373134328358209,0.5434782608695652,0.9862432095868902,0.9619191541935136,0.6865671641791045,827,0,168,100
env_with_chla,T+1,RandomForest,0.75,0.8410958904109589,1.0,0.35074626865671643,0.5193370165745856,0.9862432095868902,0.9619191541935136,0.6753731343283582,827,0,174,94
env_with_chla,T+1,RandomForest,0.76,0.8392694063926941,1.0,0.34328358208955223,0.5111111111111111,0.9862432095868902,0.9619191541935136,0.6716417910447761,827,0,176,92
env_with_chla,T+1,RandomForest,0.77,0.8310502283105022,1.0,0.30970149253731344,0.47293447293447294,0.9862432095868902,0.9619191541935136,0.6548507462686567,827,0,185,83
env_with_chla,T+1,RandomForest,0.78,0.8237442922374429,1.0,0.2798507462686567,0.43731778425655976,0.9862432095868902,0.9619191541935136,0.6399253731343284,827,0,193,75
env_with_chla,T+1,RandomForest,0.79,0.8155251141552512,1.0,0.2462686567164179,0.39520958083832336,0.9862432095868902,0.9619191541935136,0.6231343283582089,827,0,202,66
env_with_chla,T+1,RandomForest,0.8,0.8091324200913242,1.0,0.22014925373134328,0.36085626911314983,0.9862432095868902,0.9619191541935136,0.6100746268656716,827,0,209,59
env_with_chla,T+1,RandomForest,0.81,0.8009132420091324,1.0,0.1865671641791045,0.31446540880503143,0.9862432095868902,0.9619191541935136,0.5932835820895522,827,0,218,50
env_with_chla,T+1,RandomForest,0.82,0.7945205479452054,1.0,0.16044776119402984,0.2765273311897106,0.9862432095868902,0.9619191541935136,0.5802238805970149,827,0,225,43
env_with_chla,T+1,RandomForest,0.83,0.7799086757990867,1.0,0.10074626865671642,0.18305084745762712,0.9862432095868902,0.9619191541935136,0.5503731343283582,827,0,241,27
env_with_chla,T+1,RandomForest,0.84,0.771689497716895,1.0,0.06716417910447761,0.1258741258741259,0.9862432095868902,0.9619191541935136,0.5335820895522388,827,0,250,18
env_with_chla,T+1,RandomForest,0.85,0.7662100456621005,1.0,0.04477611940298507,0.08571428571428572,0.9862432095868902,0.9619191541935136,0.5223880597014925,827,0,256,12
env_with_chla,T+1,RandomForest,0.86,0.7607305936073059,1.0,0.022388059701492536,0.043795620437956206,0.9862432095868902,0.9619191541935136,0.5111940298507462,827,0,262,6
env_with_chla,T+1,RandomForest,0.87,0.7589041095890411,1.0,0.014925373134328358,0.029411764705882353,0.9862432095868902,0.9619191541935136,0.5074626865671642,827,0,264,4
env_with_chla,T+1,RandomForest,0.88,0.7561643835616438,1.0,0.0037313432835820895,0.007434944237918215,0.9862432095868902,0.9619191541935136,0.5018656716417911,827,0,267,1
